procedure_code,description,procedure_group
33802,Repair vessel defect,Surgery
33803,Repair vessel defect,Surgery
33813,Repair septal defect,Surgery
33814,Repair septal defect,Surgery
33820,Revise major vessel,Surgery
33822,Revise major vessel,Surgery
33824,Revise major vessel,Surgery
33840,Remove aorta constriction,Surgery
33845,Remove aorta constriction,Surgery
33851,Remove aorta constriction,Surgery
33852,Repair septal defect,Surgery
33853,Repair septal defect,Surgery
33860,Ascending aortic graft,Surgery
33861,Ascending aortic graft,Surgery
33863,Ascending aortic graft,Surgery
33870,Transverse aortic arch graft,Surgery
33875,Thoracic aortic graft,Surgery
33877,Thoracoabdominal graft,Surgery
33910,Remove lung artery emboli,Surgery
33915,Remove lung artery emboli,Surgery
33916,Surgery of great vessel,Surgery
33917,Repair pulmonary artery,Surgery
33918,Repair pulmonary atresia,Surgery
33919,Repair pulmonary atresia,Surgery
33920,Repair pulmonary atresia,Surgery
33922,Transect pulmonary artery,Surgery
33924,Remove pulmonary shunt,Surgery
33930,Removal of donor heart/lung,Surgery
33933,Prepare donor heart/lung,Surgery
33935,"Transplantation, heart/lung",Surgery
33940,Removal of donor heart,Surgery
33944,Prepare donor heart,Surgery
33945,Transplantation of heart,Surgery
33960,External circulation assist,Surgery
33961,External circulation assist,Surgery
33967,Insert ia percut device,Surgery
33968,Remove aortic assist device,Surgery
33970,Aortic circulation assist,Surgery
33971,Aortic circulation assist,Surgery
33973,Insert balloon device,Surgery
33974,Remove intra-aortic balloon,Surgery
33975,Implant ventricular device,Surgery
33976,Implant ventricular device,Surgery
33977,Remove ventricular device,Surgery
33978,Remove ventricular device,Surgery
33979,Insert intracorporeal device,Surgery
33980,Remove intracorporeal device,Surgery
33999,Cardiac surgery procedure,Surgery
34001,Removal of artery clot,Surgery
34051,Removal of artery clot,Surgery
34101,Removal of artery clot,Surgery
34111,Removal of arm artery clot,Surgery
34151,Removal of artery clot,Surgery
34201,Removal of artery clot,Surgery
34203,Removal of leg artery clot,Surgery
34401,Removal of vein clot,Surgery
34421,Removal of vein clot,Surgery
34451,Removal of vein clot,Surgery
34471,Removal of vein clot,Surgery
34490,Removal of vein clot,Surgery
34501,"Repair valve, femoral vein",Surgery
34502,Reconstruct vena cava,Surgery
34510,Transposition of vein valve,Surgery
34520,Cross-over vein graft,Surgery
34530,Leg vein fusion,Surgery
34800,Endovas aaa repr w/sm tube,Surgery
34802,Endovas aaa repr w/2-p part,Surgery
34803,Endovas aaa repr w/3-p part,Surgery
34804,Endovas aaa repr w/1-p part,Surgery
34805,Endovas aaa repr w/long tube,Surgery
34808,Endovas iliac a device addon,Surgery
34812,"Xpose for endoprosth, femorl",Surgery
34813,Femoral endovas graft add-on,Surgery
34820,"Xpose for endoprosth, iliac",Surgery
34825,"Endovasc extend prosth, init",Surgery
34826,"Endovasc exten prosth, add?l",Surgery
34830,Open aortic tube prosth repr,Surgery
34831,Open aortoiliac prosth repr,Surgery
34832,Open aortofemor prosth repr,Surgery
34833,"Xpose for endoprosth, iliac",Surgery
34834,"Xpose, endoprosth, brachial",Surgery
34900,Endovasc iliac repr w/graft,Surgery
35001,Repair defect of artery,Surgery
35002,"Repair artery rupture, neck",Surgery
35005,Repair defect of artery,Surgery
35011,Repair defect of artery,Surgery
35013,"Repair artery rupture, arm",Surgery
35021,Repair defect of artery,Surgery
35022,"Repair artery rupture, chest",Surgery
35045,Repair defect of arm artery,Surgery
35081,Repair defect of artery,Surgery
35082,"Repair artery rupture, aorta",Surgery
35091,Repair defect of artery,Surgery
35092,"Repair artery rupture, aorta",Surgery
35102,Repair defect of artery,Surgery
35103,"Repair artery rupture, groin",Surgery
35111,Repair defect of artery,Surgery
35112,"Repair artery rupture,spleen",Surgery
35121,Repair defect of artery,Surgery
35122,"Repair artery rupture, belly",Surgery
35131,Repair defect of artery,Surgery
35132,"Repair artery rupture, groin",Surgery
35141,Repair defect of artery,Surgery
35142,"Repair artery rupture, thigh",Surgery
35151,Repair defect of artery,Surgery
35152,"Repair artery rupture, knee",Surgery
35180,Repair blood vessel lesion,Surgery
35182,Repair blood vessel lesion,Surgery
35184,Repair blood vessel lesion,Surgery
35188,Repair blood vessel lesion,Surgery
35189,Repair blood vessel lesion,Surgery
35190,Repair blood vessel lesion,Surgery
35201,Repair blood vessel lesion,Surgery
35206,Repair blood vessel lesion,Surgery
35207,Repair blood vessel lesion,Surgery
35211,Repair blood vessel lesion,Surgery
35216,Repair blood vessel lesion,Surgery
35221,Repair blood vessel lesion,Surgery
35226,Repair blood vessel lesion,Surgery
35231,Repair blood vessel lesion,Surgery
35236,Repair blood vessel lesion,Surgery
35241,Repair blood vessel lesion,Surgery
35246,Repair blood vessel lesion,Surgery
35251,Repair blood vessel lesion,Surgery
35256,Repair blood vessel lesion,Surgery
35261,Repair blood vessel lesion,Surgery
35266,Repair blood vessel lesion,Surgery
35271,Repair blood vessel lesion,Surgery
35276,Repair blood vessel lesion,Surgery
35281,Repair blood vessel lesion,Surgery
35286,Repair blood vessel lesion,Surgery
35301,Rechanneling of artery,Surgery
35311,Rechanneling of artery,Surgery
35321,Rechanneling of artery,Surgery
35331,Rechanneling of artery,Surgery
35341,Rechanneling of artery,Surgery
35351,Rechanneling of artery,Surgery
35355,Rechanneling of artery,Surgery
35361,Rechanneling of artery,Surgery
35363,Rechanneling of artery,Surgery
35371,Rechanneling of artery,Surgery
35372,Rechanneling of artery,Surgery
35381,Rechanneling of artery,Surgery
35390,"Reoperation, carotid add-on",Surgery
35400,Angioscopy,Surgery
35450,Repair arterial blockage,Surgery
35452,Repair arterial blockage,Surgery
35454,Repair arterial blockage,Surgery
35456,Repair arterial blockage,Surgery
35458,Repair arterial blockage,Surgery
35459,Repair arterial blockage,Surgery
35460,Repair venous blockage,Surgery
35470,Repair arterial blockage,Surgery
35471,Repair arterial blockage,Surgery
35472,Repair arterial blockage,Surgery
35473,Repair arterial blockage,Surgery
35474,Repair arterial blockage,Surgery
35475,Repair arterial blockage,Surgery
35476,Repair venous blockage,Surgery
35480,"Atherectomy, open",Surgery
35481,"Atherectomy, open",Surgery
35482,"Atherectomy, open",Surgery
35483,"Atherectomy, open",Surgery
35484,"Atherectomy, open",Surgery
35485,"Atherectomy, open",Surgery
35490,"Atherectomy, percutaneous",Surgery
35491,"Atherectomy, percutaneous",Surgery
35492,"Atherectomy, percutaneous",Surgery
35493,"Atherectomy, percutaneous",Surgery
35494,"Atherectomy, percutaneous",Surgery
35495,"Atherectomy, percutaneous",Surgery
35500,Harvest vein for bypass,Surgery
35501,Artery bypass graft,Surgery
35506,Artery bypass graft,Surgery
35507,Artery bypass graft,Surgery
35508,Artery bypass graft,Surgery
35509,Artery bypass graft,Surgery
35510,Artery bypass graft,Surgery
35511,Artery bypass graft,Surgery
35512,Artery bypass graft,Surgery
35515,Artery bypass graft,Surgery
35516,Artery bypass graft,Surgery
35518,Artery bypass graft,Surgery
35521,Artery bypass graft,Surgery
35522,Artery bypass graft,Surgery
35525,Artery bypass graft,Surgery
35526,Artery bypass graft,Surgery
35531,Artery bypass graft,Surgery
35533,Artery bypass graft,Surgery
35536,Artery bypass graft,Surgery
35541,Artery bypass graft,Surgery
35546,Artery bypass graft,Surgery
35548,Artery bypass graft,Surgery
35549,Artery bypass graft,Surgery
35551,Artery bypass graft,Surgery
35556,Artery bypass graft,Surgery
35558,Artery bypass graft,Surgery
35560,Artery bypass graft,Surgery
35563,Artery bypass graft,Surgery
35565,Artery bypass graft,Surgery
35566,Artery bypass graft,Surgery
35571,Artery bypass graft,Surgery
35572,Harvest femoropopliteal vein,Surgery
35583,Vein bypass graft,Surgery
35585,Vein bypass graft,Surgery
35587,Vein bypass graft,Surgery
35600,Harvest artery for cabg,Surgery
35601,Artery bypass graft,Surgery
35606,Artery bypass graft,Surgery
35612,Artery bypass graft,Surgery
35616,Artery bypass graft,Surgery
35621,Artery bypass graft,Surgery
35623,"Bypass graft, not vein",Surgery
35626,Artery bypass graft,Surgery
35631,Artery bypass graft,Surgery
35636,Artery bypass graft,Surgery
35641,Artery bypass graft,Surgery
35642,Artery bypass graft,Surgery
35645,Artery bypass graft,Surgery
35646,Artery bypass graft,Surgery
35647,Artery bypass graft,Surgery
35650,Artery bypass graft,Surgery
35651,Artery bypass graft,Surgery
35654,Artery bypass graft,Surgery
35656,Artery bypass graft,Surgery
35661,Artery bypass graft,Surgery
35663,Artery bypass graft,Surgery
35665,Artery bypass graft,Surgery
35666,Artery bypass graft,Surgery
35671,Artery bypass graft,Surgery
35681,Composite bypass graft,Surgery
35682,Composite bypass graft,Surgery
35683,Composite bypass graft,Surgery
35685,Bypass graft patency/patch,Surgery
35686,Bypass graft/av fist patency,Surgery
35691,Arterial transposition,Surgery
35693,Arterial transposition,Surgery
35694,Arterial transposition,Surgery
35695,Arterial transposition,Surgery
35697,Reimplant artery each,Surgery
35700,"Reoperation, bypass graft",Surgery
35701,"Exploration, carotid artery",Surgery
35721,"Exploration, femoral artery",Surgery
35741,Exploration popliteal artery,Surgery
35761,Exploration of artery/vein,Surgery
35800,Explore neck vessels,Surgery
35820,Explore chest vessels,Surgery
35840,Explore abdominal vessels,Surgery
35860,Explore limb vessels,Surgery
35870,Repair vessel graft defect,Surgery
35875,Removal of clot in graft,Surgery
35876,Removal of clot in graft,Surgery
35879,Revise graft w/vein,Surgery
35881,Revise graft w/vein,Surgery
35901,"Excision, graft, neck",Surgery
35903,"Excision, graft, extremity",Surgery
35905,"Excision, graft, thorax",Surgery
35907,"Excision, graft, abdomen",Surgery
36000,Place needle in vein,Surgery
36002,Pseudoaneurysm injection trt,Surgery
36005,Injection ext venography,Surgery
36010,Place catheter in vein,Surgery
36011,Place catheter in vein,Surgery
36012,Place catheter in vein,Surgery
36013,Place catheter in artery,Surgery
36014,Place catheter in artery,Surgery
36015,Place catheter in artery,Surgery
36100,Establish access to artery,Surgery
36120,Establish access to artery,Surgery
36140,Establish access to artery,Surgery
36145,Artery to vein shunt,Surgery
36160,Establish access to aorta,Surgery
36200,Place catheter in aorta,Surgery
36215,Place catheter in artery,Surgery
36216,Place catheter in artery,Surgery
36217,Place catheter in artery,Surgery
36218,Place catheter in artery,Surgery
36245,Place catheter in artery,Surgery
36246,Place catheter in artery,Surgery
36247,Place catheter in artery,Surgery
36248,Place catheter in artery,Surgery
36260,Insertion of infusion pump,Surgery
36261,Revision of infusion pump,Surgery
36262,Removal of infusion pump,Surgery
36299,Vessel injection procedure,Surgery
36400,Bl draw < 3 yrs fem/jugular,Surgery
36405,Bl draw < 3 yrs scalp vein,Surgery
36406,Bl draw < 3 yrs other vein,Surgery
36410,Non-routine bl draw > 3 yrs,Surgery
36415,Routine venipuncture,Surgery
36416,Capillary blood draw,Surgery
36420,Vein access cutdown < 1 yr,Surgery
36425,Vein access cutdown > 1 yr,Surgery
36430,Blood transfusion service,Surgery
36440,"Bl push transfuse, 2 yr or <",Surgery
36450,"Bl exchange/transfuse, nb",Surgery
36455,Bl exchange/transfuse non-nb,Surgery
36460,"Transfusion service, fetal",Surgery
36468,"Injection(s), spider veins",Surgery
36469,"Injection(s), spider veins",Surgery
36470,Injection therapy of vein,Surgery
36471,Injection therapy of veins,Surgery
36475,"Endovenous rf, 1st vein",Surgery
36476,"Endovenous rf, vein add-on",Surgery
36478,"Endovenous laser, 1st vein",Surgery
36479,Endovenous laser vein addon,Surgery
36481,"Insertion of catheter, vein",Surgery
36500,"Insertion of catheter, vein",Surgery
36510,"Insertion of catheter, vein",Surgery
36511,Apheresis wbc,Surgery
36512,Apheresis rbc,Surgery
36513,Apheresis platelets,Surgery
36514,Apheresis plasma,Surgery
36515,"Apheresis, adsorp/reinfuse",Surgery
36516,"Apheresis, selective",Surgery
36522,Photopheresis,Surgery
36540,Collect blood venous device,Surgery
36550,Declot vascular device,Surgery
36555,Insert non-tunnel cv cath,Surgery
36556,Insert non-tunnel cv cath,Surgery
36557,Insert tunneled cv cath,Surgery
36558,Insert tunneled cv cath,Surgery
36560,Insert tunneled cv cath,Surgery
36561,Insert tunneled cv cath,Surgery
36563,Insert tunneled cv cath,Surgery
36565,Insert tunneled cv cath,Surgery
36566,Insert tunneled cv cath,Surgery
36568,Insert picc cath,Surgery
36569,Insert picc cath,Surgery
36570,Insert picvad cath,Surgery
36571,Insert picvad cath,Surgery
36575,Repair tunneled cv cath,Surgery
36576,Repair tunneled cv cath,Surgery
36578,Replace tunneled cv cath,Surgery
36580,Replace cvad cath,Surgery
36581,Replace tunneled cv cath,Surgery
36582,Replace tunneled cv cath,Surgery
36583,Replace tunneled cv cath,Surgery
36584,Replace picc cath,Surgery
36585,Replace picvad cath,Surgery
36589,Removal tunneled cv cath,Surgery
36590,Removal tunneled cv cath,Surgery
36595,Mech remov tunneled cv cath,Surgery
36596,Mech remov tunneled cv cath,Surgery
36597,Reposition venous catheter,Surgery
36600,Withdrawal of arterial blood,Surgery
36620,"Insertion catheter, artery",Surgery
36625,"Insertion catheter, artery",Surgery
36640,"Insertion catheter, artery",Surgery
36660,"Insertion catheter, artery",Surgery
36680,"Insert needle, bone cavity",Surgery
36800,Insertion of cannula,Surgery
36810,Insertion of cannula,Surgery
36815,Insertion of cannula,Surgery
36818,"Av fuse, uppr arm, cephalic",Surgery
36819,"Av fuse, uppr arm, basilic",Surgery
36820,Av fusion/forearm vein,Surgery
36821,Av fusion direct any site,Surgery
36822,Insertion of cannula(s),Surgery
36823,Insertion of cannula(s),Surgery
36825,Artery-vein autograft,Surgery
36830,Artery-vein nonautograft,Surgery
36831,Open thrombect av fistula,Surgery
36832,"Av fistula revision, open",Surgery
36833,Av fistula revision,Surgery
36834,Repair A-V aneurysm,Surgery
36835,Artery to vein shunt,Surgery
36838,"Dist revas ligation, hemo",Surgery
36860,External cannula declotting,Surgery
36861,Cannula declotting,Surgery
36870,Percut thrombect av fistula,Surgery
37140,Revision of circulation,Surgery
37145,Revision of circulation,Surgery
37160,Revision of circulation,Surgery
37180,Revision of circulation,Surgery
37181,Splice spleen/kidney veins,Surgery
37182,Insert hepatic shunt (tips),Surgery
37183,Remove hepatic shunt (tips),Surgery
37195,"Thrombolytic therapy, stroke",Surgery
37200,Transcatheter biopsy,Surgery
37201,Transcatheter therapy infuse,Surgery
37202,Transcatheter therapy infuse,Surgery
37203,Transcatheter retrieval,Surgery
37204,Transcatheter occlusion,Surgery
37205,"Transcath iv stent, percut",Surgery
37206,Transcath iv stent/perc addl,Surgery
37207,"Transcath iv stent, open",Surgery
37208,Transcath iv stent/open addl,Surgery
37209,Exchange arterial catheter,Surgery
37215,"Transcath stent, cca w/eps",Surgery
37216,"Transcath stent, cca w/o eps",Surgery
37250,Iv us first vessel add-on,Surgery
37251,Iv us each add vessel add-on,Surgery
37500,Endoscopy ligate perf veins,Surgery
37501,Vascular endoscopy procedure,Surgery
37565,Ligation of neck vein,Surgery
37600,Ligation of neck artery,Surgery
37605,Ligation of neck artery,Surgery
37606,Ligation of neck artery,Surgery
37607,Ligation of a-v fistula,Surgery
37609,Temporal artery procedure,Surgery
37615,Ligation of neck artery,Surgery
37616,Ligation of chest artery,Surgery
37617,Ligation of abdomen artery,Surgery
37618,Ligation of extremity artery,Surgery
37620,Revision of major vein,Surgery
37650,Revision of major vein,Surgery
37660,Revision of major vein,Surgery
37700,Revise leg vein,Surgery
37720,Removal of leg vein,Surgery
37730,Removal of leg veins,Surgery
37735,Removal of leg veins/lesion,Surgery
37760,"Ligation, leg veins, open",Surgery
37765,Phleb veins - extrem - to 20,Surgery
37766,Phleb veins - extrem 20+,Surgery
37780,Revision of leg vein,Surgery
37785,Ligate/divide/excise vein,Surgery
37788,"Revascularization, penis",Surgery
37790,Penile venous occlusion,Surgery
37799,Vascular surgery procedure,Surgery
38100,"Removal of spleen, total",Surgery
38101,"Removal of spleen, partial",Surgery
38102,"Removal of spleen, total",Surgery
38115,Repair of ruptured spleen,Surgery
38120,"Laparoscopy, splenectomy",Surgery
38129,"Laparoscope proc, spleen",Surgery
38200,Injection for spleen x-ray,Surgery
38204,Bl donor search management,Surgery
38205,Harvest allogenic stem cells,Surgery
38206,Harvest auto stem cells,Surgery
38207,Cryopreserve stem cells,Surgery
38208,Thaw preserved stem cells,Surgery
38209,Wash harvest stem cells,Surgery
38210,T-cell depletion of harvest,Surgery
38211,Tumor cell deplete of harvst,Surgery
38212,Rbc depletion of harvest,Surgery
38213,Platelet deplete of harvest,Surgery
38214,Volume deplete of harvest,Surgery
38215,Harvest stem cell concentrte,Surgery
38220,Bone marrow aspiration,Surgery
38221,Bone marrow biopsy,Surgery
